sentence_id,words,labels
27,@,B-others
27,Cx005,I-others
27,_,I-others
27,可以,O
27,撩,O
27,她,O
27,试试,O
27,，,O
27,宠物狗,O
27,狗,O
27,@,B-others
27,xiaoxiaolv123,I-others
27,专用,O
27,的,O
27,搞,O
27,颜色,O
27,Q,O
27,：,O
27,1739630143,B-qq
29,世界杯,O
29,开云,O
29,体育,O
29,欧宝,O
29,棋牌,O
29,彩票,O
29,真人,O
29,百家乐,O
29,天博,O
29,ETH,O
29,必威,O
29,万博,O
29,体育,O
29,BTC,O
29,欧宝,O
29,世界杯,O
29,指定,O
29,投注,O
29,平台,O
29,：,O
29,url,O
29,url,O
29,url,O
30,火狐,O
30,体育,O
30,官方网站,O
30,：,O
30,url,O
30,url,O
30,url,O
31,世界杯,O
31,投注,O
31,平台,O
31,世界杯,O
31,指定,O
31,投注站,O
31,：,O
31,开云,O
31,体育,O
31,url,O
31,科比,O
31,体育,O
31,url,O
31,八戒,O
31,体育,O
31,url,O
31,ROR,O
31,体育,O
31,url,O
32,温柔,O
32,--,O
32,五年,O
32,老字号,O
32,联系,O
32,方式,O
32,QQ,O
32,:,O
32,2404656913,B-qq
32,电报,O
32,：,O
32,url,B-tg
33,西安,O
33,依依,O
33,无,O
33,门槛,O
33,，,O
33,见面,O
33,满意,O
33,付,O
33,百分百,O
33,本人,O
33,QQ,O
33,137434403,B-qq
33,电报,O
33,号,O
33,url,B-tg
34,Atopos,O
34,🔆,O
34,Q,O
34,：,O
34,107825104,B-qq
34,（,O
34,bt,O
34,男,O
34,勿扰,O
34,）,O
34,高中生,O
34,，,O
34,不,O
34,认主,O
34,，,O
34,不,O
34,约,O
34,，,O
34,白,O
34,嫖,O
34,就,O
34,别跟我,O
34,提,O
34,要求,O
36,张家港,O
36,反差,O
36,小,O
36,母狗,O
36,点击,O
36,电报,O
36,找我聊,O
36,天,O
36,url,B-tg
36,。,O
36,QQ,O
36,:,O
36,177481971,B-qq
36,空间,O
36,有,O
36,联系,O
36,方式,O
38,世界杯,O
38,卡塔尔,O
38,世界杯,O
38,世界杯,O
38,推单,O
38,世界杯,O
38,预测,O
38,世界杯,O
38,软件,O
38,世界杯,O
38,分析,O
38,世界杯,O
38,赌球,O
38,网址,O
38,：,O
38,url,O
38,备用,O
38,网址,O
38,：,O
38,url,O
38,TG,O
38,:,O
38,@,B-tg
38,Lw0369,I-tg
38,联系,O
38,客服,O
38,领取,O
38,活动,O
39,人兽,O
39,呦,O
39,呦,O
39,乱伦,O
39,绿帽,O
39,母子,O
39,姐弟,O
39,父女,O
39,表妹,O
39,小,O
39,飞机,O
39,姐夫,O
39,小姨子,O
39,反差,O
39,母狗,O
39,天菜媚,O
39,黑女,O
39,小马,O
39,⚽,O
39,️,O
39,电报,O
39,群,O
39,稀缺,O
39,🎉,O
39,绝版,O
39,🎉,O
39,电报,O
39,群在,O
39,这里,O
39,url,B-tg
39,你,O
39,想,O
39,看,O
39,却,O
39,找,O
39,不到,O
39,的,O
39,这里,O
39,都,O
39,有,O
39,👏,O
39,👏,O
39,每天,O
39,更新,O
39,。,O
39,全网,O
39,独,O
39,一份,O
39,。,O
40,温柔,O
40,-,O
40,五年,O
40,老字号,O
40,联系,O
40,方式,O
40,QQ,O
40,:,O
40,2404656913,B-qq
40,电报,O
40,：,O
40,url,B-tg
41,乐鱼,O
41,体育,O
41,博鱼,O
41,体育,O
41,乐动,O
41,足彩,O
41,亚美,O
41,AG,O
41,真人,O
41,华,O
41,体会,O
41,爱,O
41,游戏,O
41,体育,O
41,卡塔尔,O
41,NFT,O
41,重庆,O
41,网址,O
41,：,O
41,url,O
41,url,O
41,点击,O
41,链接,O
41,跳转,O
41,telegram,O
41,：,O
41,url,B-tg
41,url,B-tg
41,联系,O
41,客服,O
41,领彩金,O
42,世界杯,O
42,买球,O
42,世界杯,O
42,下注,O
42,世界杯,O
42,投注,O
42,世界杯,O
42,外围,O
42,世界杯,O
42,盘口,O
42,世界杯,O
42,直播,O
42,平台,O
42,网站,O
42,app,O
42,注册,O
42,地址,O
42,世界杯,O
42,指定,O
42,投注站,O
42,：,O
42,开云,O
42,体育,O
42,url,O
42,科比,O
42,体育,O
42,url,O
42,八戒,O
42,体育,O
42,url,O
42,ROR,O
42,体育,O
42,url,O
43,💋,O
43,💋,O
43,💋,O
43,仙欲阁,O
43,-,O
43,男人,O
43,加油站,O
43,（,O
43,增大,O
43,增粗,O
43,-,O
43,阳痿,O
43,早泄,O
43,-,O
43,长效,O
43,保健,O
43,）,O
43,🧧,O
43,🧧,O
43,🧧,O
43,🎃,O
43,男同,O
43,用品,O
43,-,O
43,助勃,O
43,-,O
43,延时,O
43,-,O
43,增大,O
43,增粗,O
43,-,O
43,长效,O
43,保健,O
43,-,O
43,海内外,O
43,热卖,O
43,产品,O
43,🎃,O
43,🎃,O
43,官网,O
43,链接,O
43,：,O
43,url,O
43,（,O
43,电脑,O
43,不,O
43,适配,O
43,请,O
43,用,O
43,手机,O
43,打开,O
43,）,O
43,🎃,O
43,🎈,O
43,🎈,O
43,客服,O
43,微信,O
43,：,O
43,gxfc3793,B-wechat
43,🎈,O
43,🎈,O
43,客服,O
43,在线,O
43,时间,O
43,：,O
43,上午,O
43,8,O
43,:,O
43,0,O
43,-,O
43,晚,O
43,12,O
43,：,O
43,0,O
44,绿帽,O
44,人妻,O
44,人兽,O
44,孕妇,O
44,小,O
44,飞机,O
44,萝莉,O
44,呦,O
44,呦,O
44,小马,O
44,女同学,O
44,表妹,O
44,🤰,O
44,电报,O
44,群,O
44,母子,O
44,乱伦,O
44,破,O
44,处女,O
44,同学,O
44,表妹,O
44,,O
44,👏,O
44,进,O
44,电报,O
44,群,O
44,✈,O
44,️,O
44,url,B-tg
44,各种,O
44,稀缺,O
44,各种,O
44,绝版,O
44,⏰,O
44,⏰,O
44,⏰,O
44,⏰,O
44,永久,O
44,更新,O
44,，,O
44,永不,O
44,跑,O
44,路,O
44,在线,O
44,观看,O
44,无需,O
44,下载,O
44,只有,O
44,你,O
44,想不到,O
44,没有,O
44,你,O
44,看不到,O
44,,O
44,承包,O
44,你,O
44,的,O
44,夜晚,O
44,！,O
45,世界杯,O
45,投注,O
45,平台,O
45,电报,O
45,：,O
45,url,B-tg
46,世界杯,O
46,卡塔尔,O
46,世界杯,O
46,世界杯,O
46,推单,O
46,世界杯,O
46,预测,O
46,世界杯,O
46,软件,O
46,世界杯,O
46,分析,O
46,世界杯,O
46,赌球,O
46,网址,O
46,：,O
46,url,O
46,备用,O
46,网址,O
46,：,O
46,url,O
46,TG,O
46,:,O
46,@,B-tg
46,Lw0369,I-tg
46,联系,O
46,客服,O
46,领取,O
46,活动,O
47,Deva,O
47,Raj,O
47,网址,O
47,：,O
47,url,O
47,url,O
47,点击,O
47,链接,O
47,跳转,O
47,telegram,O
47,：,O
47,url,B-tg
47,url,O
47,联系,O
47,客服,O
47,领彩金,O
48,世界杯,O
48,/,O
48,天博,O
48,体育,O
48,/,O
48,爱,O
48,游戏,O
48,/,O
48,加拿大,O
48,28,O
48,/,O
48,卡塔尔,O
48,世界杯,O
48,/,O
48,MG,O
48,电子游戏,O
48,/,O
48,英皇,O
48,/,O
48,世界杯,O
48,外围,O
48,龙珠,O
48,体育,O
48,：,O
48,url,O
48,开云,O
48,体育,O
48,：,O
48,url,O
48,备用,O
48,链接,O
48,：,O
48,url,O
48,注册,O
48,实名,O
48,领取,O
48,88,O
48,享受,O
48,永久,O
48,额外,O
48,反水,O
48,+,O
48,高额,O
48,彩金,O
48,实物,O
48,豪礼,O
48,+,O
48,全国,O
48,嫩模,O
48,服务,O
49,TS,O
49,人妖,O
49,小,O
49,嫂子,O
49,在,O
49,天津,O
49,本人,O
49,是,O
49,人妖,O
49,，,O
49,不,O
49,喜欢,O
49,勿扰,O
49,！,O
49,直接,O
49,打电话,O
49,13694177577,B-others
49,，,O
49,其余,O
49,联系,O
49,方式,O
49,一律,O
49,不,O
49,回复,O
50,世界杯,O
50,下注,O
50,世界杯,O
50,直播,O
50,网址,O
50,：,O
50,url,O
50,备用,O
50,网址,O
50,：,O
50,url,O
50,TG,O
50,:,O
50,@,B-tg
50,Lw0369,I-tg
52,世界杯,O
52,世界杯,O
52,投注,O
52,世界杯,O
52,下注,O
52,世界杯,O
52,赌球,O
52,网址,O
52,：,O
52,url,O
52,备用,O
52,网址,O
52,：,O
52,url,O
52,TG,O
52,:,O
52,@,B-tg
52,Lw0369,I-tg
52,充值,O
52,就,O
52,送,O
52,无需,O
52,人工,O
54,幼女,O
54,幼齿,O
54,萝莉,O
54,人兽,O
54,💗,O
54,电报,O
54,群,O
54,💗,O
54,幼幼,O
54,破处,O
54,父女,O
54,人兽,O
54,迷奸,O
54,乱伦,O
54,母子,O
54,母狗,O
54,稀缺,O
54,🎉,O
54,绝版,O
54,🎉,O
54,电报,O
54,群在,O
54,这里,O
54,url,B-tg
54,你,O
54,想,O
54,看,O
54,却,O
54,找,O
54,不到,O
54,的,O
54,这里,O
54,都,O
54,有,O
54,👏,O
54,👏,O
54,全网,O
54,最全,O
54,类目,O
54,📖,O
55,世界杯,O
55,投注,O
55,平台,O
55,官方,O
55,地址,O
55,：,O
55,url,O
57,小希,O
57,2,O
57,小可爱,O
57,接单,O
57,qq,O
57,1241743166,B-qq
59,温柔,O
59,|,O
59,五年,O
59,老字号,O
59,联系,O
59,方式,O
59,QQ,O
59,:,O
59,2404656913,B-qq
59,电报,O
59,：,O
59,url,B-tg
60,世界杯,O
60,/,O
60,开云,O
60,体育,O
60,/,O
60,华,O
60,体会,O
60,/,O
60,欧冠,O
60,/,O
60,欧联杯,O
60,比赛,O
60,下注,O
60,/,O
60,亚博,O
60,体育,O
60,/,O
60,英雄,O
60,联盟,O
60,/,O
60,百家乐,O
60,/,O
60,彩票,O
60,/,O
60,开云,O
60,体育,O
60,url,O
60,凤凰,O
60,体育,O
60,url,O
60,华,O
60,体会,O
60,体育,O
60,url,O
61,苏州,O
61,外围,O
61,/,O
61,无锡,O
61,外围,O
61,/,O
61,厦门,O
61,外围,O
61,/,O
61,南京,O
61,-,O
61,外,O
61,/,O
61,南通,O
61,外围,O
61,/,O
61,苏州,O
61,资源,O
61,/,O
61,无锡,O
61,资源,O
61,/,O
61,厦门,O
61,资源,O
61,/,O
61,南京,O
61,资源,O
61,/,O
61,南通,O
61,资源,O
61,—,O
61,—,O
61,(,O
61,收费,O
61,会员制,O
61,，,O
61,有,O
61,门槛,O
61,),O
61,—,O
61,—,O
61,专注,O
61,高端,O
61,资源,O
61,，,O
61,各种,O
61,鲜花,O
61,配送,O
61,，,O
61,严控,O
61,质量,O
61,，,O
61,快,O
61,3K,O
61,夜,O
61,8K,O
61,起,O
61,，,O
61,为了,O
61,过滤,O
61,口,O
61,嗨,O
61,或,O
61,没,O
61,诚意,O
61,的,O
61,，,O
61,如果,O
61,你,O
61,不能,O
61,接受,O
61,这个,O
61,价格,O
61,或,O
61,不能,O
61,接受,O
61,先,O
61,入会,O
61,再,O
61,选人,O
61,，,O
61,请,O
61,勿扰,O
61,，,O
61,预约,O
61,微,O
61,：,O
61,Viplin22,B-wechat
61,(,O
61,备,O
61,推,O
61,）,O
61,，,O
61,电报,O
61,:,O
61,url,B-tg
61,，,O
61,收徒,O
61,招,O
61,妹妹,O
61,！,O
62,阿兴,O
62,（,O
62,卡塔尔,O
62,世界杯,O
62,）,O
62,五大,O
62,联赛,O
62,中国,O
62,体彩,O
62,各位,O
62,老板,O
62,好,O
62,，,O
62,我,O
62,是,O
62,阿兴,O
62,，,O
62,本人,O
62,从事,O
62,竞彩,O
62,行业,O
62,十年,O
62,之,O
62,久,O
62,!,O
62,推荐,O
62,均,O
62,为,O
62,免费,O
62,，,O
62,本,O
62,店主,O
62,推,O
62,足球,O
62,，,O
62,北京,O
62,单场,O
62,，,O
62,排三,O
62,，,O
62,篮球,O
62,，,O
62,欢迎,O
62,志同道合,O
62,的,O
62,朋友,O
62,一起,O
62,探讨,O
62,。,O
62,微信,O
62,lcc12567890,B-wechat
63,傻,O
63,逼,O
63,吃屎,O
63,狗,O
63,郭,O
63,祊,O
63,涛,O
63,重口,O
63,m,O
63,，,O
63,sub,O
63,🐧,O
63,2199300697,B-qq
63,，,O
63,想,O
63,现实,O
63,，,O
63,微,O
63,，,O
63,13340049550,B-wechat
63,，,O
63,想要,O
63,亲妈,O
63,，,O
63,妖妈,O
63,，,O
63,没吃过,O
63,，,O
63,但是,O
63,好,O
63,想,O
64,爱掉,O
64,直,O
64,男,O
64,原,O
64,账号,O
64,：,O
64,@,B-others
64,1lllee,I-others
64,_,O
64,（,O
64,钓直,O
64,男,O
64,）,O
64,现已,O
64,封禁,O
64,帮,O
64,🎣,O
64,直,O
64,男,O
64,🐧,O
64,3484514726,B-qq
65,EM,O
65,集团,O
65,跑,O
65,分收卡,O
65,/,O
65,招,O
65,中介代理,O
65,业务,O
65,内容,O
65,:,O
65,收,O
65,一切,O
65,🏦,O
65,银行卡,O
65,（,O
65,储蓄卡,O
65,/,O
65,信用卡,O
65,/,O
65,盾卡,O
65,/,O
65,公户,O
65,等,O
65,集团式,O
65,企业,O
65,国内,O
65,直营,O
65,12,O
65,条,O
65,车队,O
65,、,O
65,数十条,O
65,合作,O
65,车队,O
65,全面,O
65,开工,O
65,！,O
65,无三黑,O
65,、,O
65,可查,O
65,料源,O
65,卡主,O
65,做,O
65,的,O
65,安心,O
65,中介,O
65,送,O
65,的,O
65,放心,O
65,！,O
65,飞机,O
65,✈,O
65,️,O
65,链接,O
65,:,O
65,url,B-tg
66,华,O
66,体会,O
66,体育,O
66,--,O
66,九德,O
66,代发,O
66,--,O
66,世界杯,O
66,海外,O
66,营销,O
66,软件,O
66,|,O
66,出售,O
66,及,O
66,定制,O
66,|,O
66,推特,O
66,优质,O
66,账号,O
66,出售,O
66,抢占,O
66,：,O
66,热门,O
66,词,O
66,（,O
66,秒,O
66,赞,O
66,秒,O
66,推秒评,O
66,）,O
66,代发,O
66,：,O
66,Twitter,O
66,关键词,O
66,霸屏,O
66,|,O
66,Instagram,O
66,图文,O
66,霸屏,O
66,项目,O
66,教学,O
66,：,O
66,1,O
66,.,O
66,软件,O
66,代理,O
66,|,O
66,无,O
66,上限,O
66,2,O
66,.,O
66,海外,O
66,引流,O
66,出粉,O
66,|,O
66,日,O
66,赚,O
66,2000,O
66,+,O
66,3,O
66,.,O
66,国内,O
66,ww,O
66,粉,O
66,引流,O
66,技术,O
66,电报,O
66,：,O
66,url,B-tg
67,幼女,O
67,萝莉嫩,O
67,穴,O
67,破处,O
67,幼幼,O
67,父女,O
67,迷奸,O
67,✈,O
67,️,O
67,电报,O
67,群,O
67,乱伦,O
67,母子,O
67,后入,O
67,大奶,O
67,母狗,O
67,轮奸,O
67,小马,O
67,小,O
67,飞机,O
67,绿帽,O
67,媚黑,O
67,迷奸,O
67,轮奸,O
67,强奸,O
67,🎉,O
67,🎉,O
67,电报,O
67,群,O
67,url,B-tg
67,🎉,O
67,🎉,O
67,在线看,O
67,🎉,O
67,🎉,O
67,不用,O
67,下载,O
67,！,O
67,各种,O
67,特殊,O
67,资源,O
67,都,O
67,有,O
67,！,O
67,最,O
67,懂,O
67,你,O
68,乐动,O
68,体育,O
68,/,O
68,亚博,O
68,/,O
68,百家乐,O
68,/,O
68,VR,O
68,彩票,O
68,/,O
68,开元,O
68,棋牌,O
68,/,O
68,AG,O
68,捕鱼,O
68,/,O
68,五大,O
68,联赛,O
68,/,O
68,世界杯,O
68,/,O
68,足球,O
68,分析,O
68,/,O
68,足球,O
68,推荐,O
68,/,O
68,博彩,O
68,🏆,O
68,浏览器,O
68,打开,O
68,，,O
68,全国,O
68,统一,O
68,开奖,O
68,🎇,O
68,乐动,O
68,体育,O
68,【,O
68,url,O
68,】,O
68,🎆,O
68,彩票网,O
68,【,O
68,url,O
68,】,O
68,🌇,O
68,真人,O
68,视讯,O
68,【,O
68,url,O
68,】,O
68,🏙,O
68,万博,O
68,【,O
68,url,O
68,】,O
68,🏩,O
68,胜利,O
68,体育,O
68,【,O
68,url,O
68,】,O
68,⚽,O
68,️,O
68,五大,O
68,联赛,O
68,官方,O
68,指定,O
68,投注站,O
68,🏀,O
68,做,O
68,代理,O
68,提成,O
68,无条件,O
68,55,O
68,个点,O
69,世界杯,O
69,|,O
69,开云,O
69,体育,O
69,投注,O
69,平台,O
69,世界杯,O
69,投注,O
69,网址,O
69,：,O
69,url,O
69,url,O
69,url,O
70,世界杯,O
70,投注,O
70,官方,O
70,地址,O
70,：,O
70,url,O
71,咖啡,O
71,✈,O
71,️,O
71,师兄,O
71,DAD,O
71,大,O
71,号,O
71,咖啡,O
71,☕,O
71,️,O
71,师兄,O
71,10,O
71,万,O
71,粉丝,O
71,被,O
71,封,O
71,！,O
71,Base,O
71,（,O
71,坐标,O
71,）,O
71,哈尔滨,O
71,❗,O
71,师兄,O
71,独家,O
71,视频,O
71,一套,O
71,打包,O
71,💵,O
71,入,O
71,会员,O
71,群,O
71,免费,O
71,、,O
71,喜欢,O
71,精瘦,O
71,排骨,O
71,无毛,O
71,肌肉,O
71,💪,O
